Bio,Grades
"Quicker-than-fast, short-striding slot receiver and sudden punt returner with the competiveness and swagger desired to earn a role in multiple phases. Is crafty, fiery and tough enough to make it.",5.80
"A savvy, athletic, undersized H-back who was utilized in a flexed receiving role in the Gators' offense. Has the athletic traits to earn a living working detached out of the slot as an 'F' tight end. Can offer a creative offensive coordinator a versatile jack-of-all-trades gimmick weapon.",5.80
"An athletic, undersized, multi-threat, option college quarterback who shared time in the slot, Colter displayed the playmaking ability, short-area burst, creativity and hands to become a Danny Amendola-type slot receiver and should be able to factor readily in the pros once he commits full-time to the position. Offers situational Wildcat quarterbacking capability and return ability with traits that project very well as a punt returner. Postseason ankle surgery will limit his spring workouts and could dip his draft standing.",5.80
"Long, smart, tough, zone corner whose body is not built to withstand heavy contact or the aggression with which he likes to play. Will grow on evaluators the more they watch him and has the instincts to eventually compete for a starting job, though teams could always be looking to upgrade his lack of speed and athletic ability. Torn ACL injury suffered at the Senior Bowl will affect his readiness for the season and could drop his draft status by a round or two.",5.80
"A compact, physical zone corner with intriguing return skill, Davis will be more challenged by his lack of height and tight hips in the pros. His intangibles, toughness against the run and ability to factor as a punt returner will allow him to carve out a role.",5.80
"A big, long, athletic receiver with inconsistent hands and questionable toughness and effort. Displays starter-caliber physical traits, yet his playing demeanor and approach turn off many evaluators and could force his draft status to sink. Is at his best outside the numbers as an ""X"" receiver.",5.80
"Exceptional-sized, Division II standout with the size, ball skills and anticipation to earn a job as a zone cover man. Has the physical traits to pique the interest of Seattle, Jacksonville and Tampa Bay.",5.80
"Box safety possessing the physical talent to compete in the NFL and even earn a starting job eventually if he can stay focused, commit to a playbook and hone his eyes. Should be able to factor readily on special teams. Coverage limitations will leave him vulnerable and would be best in a very simple scheme.",5.80
"Lean, long-levered, smooth-muscled, finesse free safety with speed and range, though he’s more interested in hitting than securing tackles -- he does not provide dependability desired on the back end.",5.80
"Stood out in the College All-Star Bowl, when he earned MVP honors scoring the game's only touchdown on a 30-yard interception return and followed it up with an exceptional pro day performance that create the opportunity to compete for a job in sub-packages immediately in the pros. A late-riser with physical tools that could allow him to be a better pro than college player.",5.80
NA,NA
"Undersized, explosive, athletic, high-motor three-technique whose junior season was cut short in Week 3 by a knee injury. Injury history will likely affect his draft stock, but when healthy, he shows the ability to disrupt the backfield and pressure the quarterback. Fits best in an aggressive scheme in which he could use his quickness to slant, stunt and shoot gaps.",5.80
